Sample_file	Genome_file	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/004/522/105/GCF_004522105.1_genomic.fna.gz	90.26	0.566	89.70-90.75	0.566	0.46-0.70	1	2.193	404/21002	88.03	NZ_SPUJ01000011.1 Nocardioides sp. 1609 Scaffold10_1, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/105/945/GCF_900105945.1_genomic.fna.gz	90.26	0.383	89.76-90.69	0.383	0.32-0.48	1	1.741	594/43158	87.09	NZ_FNSO01000003.1 Amycolatopsis tolypomycina strain DSM 44544, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/023/898/865/GCF_023898865.1_genomic.fna.gz	90.26	0.520	89.81-90.71	0.520	0.40-0.61	1	2.009	634/35358	87.83	NZ_JAGSOV010000035.1 Pseudonocardia humida strain S2-4 Scaffold10_1, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/030/811/215/GCF_030811215.1_genomic.fna.gz	90.26	0.533	89.61-90.85	0.533	0.40-0.68	1	2.163	307/17172	87.83	NZ_JAUSQM010000001.1 Nocardioides massiliensis strain GD13 Ga0480502_01, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/013/307/435/GCF_013307435.2_genomic.fna.gz	90.26	0.407	89.74-90.87	0.407	0.32-0.50	1	1.408	375/26130	87.21	NZ_CP102845.1 Microvirga terrae strain R24 chromosome, complete genome
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/029/211/165/GCF_029211165.1_genomic.fna.gz	90.26	0.541	89.71-90.84	0.541	0.41-0.68	1	1.736	421/23192	87.87	NZ_JARGEK010000001.1 Roseisolibacter sp. H3M3-2 spades_K_default_1, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/016/185/145/GCA_016185145.1_genomic.fna.gz	90.25	0.253	89.53-91.38	0.253	0.16-0.32	1	1.533	319/33152	86.09	JACPOB010000115.1 MAG: Rhodospirillales bacterium isolate NC_groundwater_590_Pr5_B-0.1um_66_106 alan_book_18_scaffold_102002, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/030/860/365/GCA_030860365.1_genomic.fna.gz	90.25	0.653	89.43-91.13	0.653	0.45-0.95	1	2.424	184/8834	88.26	JALZII010000077.1 MAG: Actinomycetota bacterium isolate MOJ bin10 SC8837-39_k127_1006029, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/029/846/275/GCF_029846275.1_genomic.fna.gz	90.25	0.632	89.64-90.67	0.632	0.53-0.78	1	2.051	411/19994	88.22	NZ_JARVWS010000001.1 Nocardioides sp. CER19 1, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/030/447/045/GCA_030447045.1_genomic.fna.gz	90.25	0.480	89.42-91.30	0.480	0.33-0.65	1	1.662	148/9046	87.58	JAUJMB010000151.1 MAG: Rubrobacteraceae bacterium isolate YPbin14 NODE_10000_length_4213_cov_49.420394, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/013/696/425/GCA_013696425.1_genomic.fna.gz	90.25	0.862	89.68-90.71	0.862	0.72-1.11	2	2.767	258/10509	88.73	JACCYP010000113.1 MAG: Thermoleophilaceae bacterium isolate MGR_bin207 SD2897-2912_k127_1084689, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/023/404/705/GCA_023404705.1_genomic.fna.gz	90.25	0.431	89.69-90.80	0.431	0.34-0.54	1	1.566	396/26119	87.36	JAEYAU010000298.1 MAG: Proteobacteria bacterium isolate OH_HDB_37 k127_1009955, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/021/324/675/GCA_021324675.1_genomic.fna.gz	90.25	0.402	89.65-90.91	0.402	0.30-0.49	1	1.460	352/24518	87.21	JAJPIR010000243.1 MAG: Actinobacteria bacterium isolate Centralia_MAG_342 k107_10193465, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/090/235/GCF_900090235.1_genomic.fna.gz	90.25	0.638	89.85-90.59	0.638	0.55-0.75	1	1.961	633/30902	88.21	NZ_LT607750.1 Micromonospora echinaurantiaca strain DSM 43904 chromosome I
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/029/893/585/GCF_029893585.1_genomic.fna.gz	90.25	0.411	89.76-90.69	0.411	0.34-0.49	1	1.551	586/39954	87.27	NZ_JARXYX010000001.1 Streptomyces sp. LBL Ga0498890_01, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/027/497/355/GCF_027497355.1_genomic.fna.gz	90.25	0.655	89.78-90.59	0.655	0.56-0.79	1	1.897	563/27001	88.26	NZ_CP114909.1 Micromonospora sp. WMMA1947 chromosome
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/030/294/945/GCF_030294945.1_genomic.fna.gz	90.24	0.300	89.63-90.76	0.300	0.24-0.37	1	1.544	557/49468	86.53	NZ_AP018448.1 Streptomyces graminofaciens strain A-8890 chromosome
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/047/295/GCF_003047295.1_genomic.fna.gz	90.24	0.574	89.67-90.75	0.574	0.45-0.72	1	2.056	359/18409	88.07	NZ_PZYZ01000001.1 Nocardioides sediminis strain KCTC 19271 KCTC_19271_Contig1, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/015/265/GCF_000015265.1_genomic.fna.gz	90.24	0.500	89.62-90.89	0.500	0.39-0.61	1	1.817	394/22603	87.75	NC_008699.1 Nocardioides sp. JS614, complete sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/013/813/345/GCA_013813345.1_genomic.fna.gz	90.24	0.552	89.38-91.03	0.552	0.38-0.75	1	2.230	196/10566	87.93	JACCRW010000150.1 MAG: Actinobacteria bacterium isolate MGR_bin32 SD2897-2912_k127_1007334, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/653/715/GCF_001653715.1_genomic.fna.gz	90.24	0.417	89.72-90.88	0.417	0.33-0.50	1	1.858	444/30047	87.29	NZ_LWHQ01000001.1 Methylobacterium platani strain PMB02 contig001, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/725/775/GCF_003725775.1_genomic.fna.gz	90.24	0.536	89.60-90.92	0.536	0.39-0.69	1	1.880	309/16654	87.93	NZ_RJSG01000005.1 Marmoricola solisilvae strain KIS18-7 scaffold11_176.3, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/016/598/485/GCF_016598485.1_genomic.fna.gz	90.24	0.598	89.81-90.61	0.598	0.50-0.74	1	1.968	586/29513	88.12	NZ_JAEMUW010000100.1 Micromonospora veneta strain CAP181 100_length_957_depth_4.03x, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/857/015/GCF_003857015.1_genomic.fna.gz	90.24	0.588	89.80-90.60	0.588	0.47-0.71	1	2.031	555/28406	88.08	NZ_QGGF01000372.1 Micromonospora globispora strain S2901 NODE_100_length_17311_cov_5.61895_ID_199, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/425/025/GCF_001425025.1_genomic.fna.gz	90.24	0.569	89.67-90.72	0.569	0.43-0.71	1	2.027	374/19345	88.05	NZ_LMDE01000001.1 Nocardioides sp. Root122 contig_1, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/023/436/025/GCA_023436025.1_genomic.fna.gz	90.24	0.270	89.29-91.65	0.270	0.16-0.40	1	1.432	185/18394	86.21	JAEZKX010000172.1 MAG: Proteobacteria bacterium isolate OH_CDB_51 k127_1008016, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/945/861/155/GCA_945861155.1_genomic.fna.gz	90.24	0.282	89.15-91.37	0.282	0.18-0.40	1	1.498	217/20799	86.31	CAMATN010000001.1 MAG: Rhizobium sp. Q54 isolate MaH-04nov19-103 genome assembly, contig: MaH-04nov19-C368, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/022/701/635/GCA_022701635.1_genomic.fna.gz	90.23	0.132	88.30-92.47	0.132	0.06-0.24	1	1.285	123/23529	84.41	JAKOOD010000502.1 MAG: Burkholderiaceae bacterium isolate S61 k127_1011631_S_bin.61, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/030/655/315/GCA_030655315.1_genomic.fna.gz	90.23	0.529	89.58-90.71	0.529	0.39-0.67	1	2.081	335/18064	87.93	JAURVT010000035.1 MAG: Nocardioidaceae bacterium isolate E1_maxbin.028_sub E1_k141_10392, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/519/005/GCF_000519005.1_genomic.fna.gz	90.23	0.562	89.71-90.73	0.562	0.44-0.69	1	2.073	382/20404	87.96	NZ_JAER01000001.1 Nocardioides sp. J54 NocJ54DRAFT_scaffold_0.1_C, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/030/518/795/GCF_030518795.1_genomic.fna.gz	90.23	0.653	89.86-90.59	0.653	0.55-0.78	1	1.821	627/30283	88.24	NZ_CP130427.1 Micromonospora sp. NBRC 110009 chromosome unmamed1, complete sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/031/082/405/GCF_031082405.1_genomic.fna.gz	90.23	0.368	89.69-90.77	0.368	0.30-0.46	1	1.718	577/43394	86.99	NZ_JAVHJU010000009.1 Amycolatopsis sp. A133 NODE_10_length_331347_cov_106.450064, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/013/695/395/GCA_013695395.1_genomic.fna.gz	90.23	0.614	89.48-90.73	0.614	0.47-0.84	1	2.230	278/13785	88.17	JACDAP010000123.1 MAG: Solirubrobacterales bacterium isolate MGR_bin259 SD2897-2912_k127_102766, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/667/505/GCF_003667505.1_genomic.fna.gz	90.22	0.580	89.77-90.57	0.580	0.50-0.70	1	2.011	527/27669	88.01	NZ_RCVJ01000054.1 Micromonospora sp. BL4 CONTIG_1, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/023/415/395/GCA_023415395.1_genomic.fna.gz	90.22	0.609	89.62-90.73	0.609	0.44-0.76	1	2.093	312/15622	88.14	JAEZKN010000233.1 MAG: Actinomycetes bacterium isolate OH_CDB_31 k127_1004039, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/029/266/775/GCA_029266775.1_genomic.fna.gz	90.22	0.625	89.65-90.77	0.625	0.45-0.78	1	1.907	300/14773	88.19	JAQSWF010000170.1 MAG: Pseudonocardia sp. isolate C_No_T20_C_bin.45 scaffold_10420, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/927/835/GCA_025927835.1_genomic.fna.gz	90.22	0.424	89.19-91.20	0.424	0.27-0.60	1	2.023	221/14366	87.40	JAICKR010000155.1 MAG: Jatrophihabitans sp. isolate GZL_HY_2_bin.69 k141_1013731_length_7719_cov_8.9984, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/009/699/245/GCA_009699245.1_genomic.fna.gz	90.22	0.830	89.54-90.96	0.830	0.60-1.10	2	2.498	207/8502	88.71	WLOQ01000001.1 MAG: Actinobacteria bacterium isolate UFOp-RH-23may17-598 RH-23may17-598-c1, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/963/935/GCA_025963935.1_genomic.fna.gz	90.22	0.447	89.41-91.58	0.447	0.24-0.64	1	2.203	177/11014	87.52	JAOPZV010000211.1 MAG: Solirubrobacterales bacterium isolate RYN_264 scaffold_1001690, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/006/335/005/GCF_006335005.1_genomic.fna.gz	90.21	0.495	89.55-90.85	0.495	0.36-0.64	1	1.941	324/19185	87.66	NZ_VDMP01000007.1 Nocardioides albidus strain CCTCC AB 2015297 scaffold1, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/012/034/245/GCF_012034245.1_genomic.fna.gz	90.21	0.572	89.73-90.73	0.572	0.46-0.66	1	1.888	508/26769	88.00	NZ_JAATEO010000001.1 Micromonospora thermarum strain HSS6-12 1, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/029/714/425/GCF_029714425.1_genomic.fna.gz	90.21	0.314	89.53-90.87	0.314	0.24-0.39	1	1.337	480/41186	86.62	NZ_CP121668.1 Bradyrhizobium sp. CB2312 chromosome, complete genome
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/426/435/GCF_001426435.1_genomic.fna.gz	90.21	0.655	89.51-90.90	0.655	0.51-0.86	2	2.721	351/16585	88.31	NZ_LMER01000001.1 Angustibacter sp. Root456 contig_1, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/013/408/565/GCF_013408565.1_genomic.fna.gz	90.21	0.567	89.28-90.89	0.567	0.42-0.81	2	2.602	274/14242	88.03	NZ_JACBZX010000001.1 Janibacter alkaliphilus strain DSM 24723 Ga0104610_01, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/641/845/GCA_025641845.1_genomic.fna.gz	90.21	0.360	89.74-90.70	0.360	0.30-0.43	1	1.623	573/44483	86.90	CP106746.1 Streptomyces sp. AD2-2 chromosome
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/591/405/GCF_001591405.1_genomic.fna.gz	90.20	0.375	89.29-91.73	0.375	0.19-0.51	1	2.218	211/14820	87.18	NZ_BCUV01000001.1 Janibacter terrae NBRC 107853, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/094/605/GCF_900094605.1_genomic.fna.gz	90.20	0.339	89.56-90.86	0.339	0.27-0.42	1	1.364	486/39488	86.77	NZ_FMAI01000102.1 Bradyrhizobium shewense strain ERR11, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/009/557/055/GCF_009557055.1_genomic.fna.gz	90.20	0.567	89.61-90.80	0.567	0.44-0.71	1	2.070	343/18342	87.95	NZ_CP045649.1 Nocardioides sp. dk884 chromosome, complete genome
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/934/895/GCA_025934895.1_genomic.fna.gz	90.20	0.511	89.48-90.96	0.511	0.38-0.65	1	1.976	292/16934	87.72	JAICWH010000107.1 MAG: Nocardioidaceae bacterium isolate LS_FP_2_bin.32 k141_1017491_length_12798_cov_50.2690, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/015/291/745/GCF_015291745.1_genomic.fna.gz	90.20	0.381	89.75-90.72	0.381	0.31-0.47	1	1.373	485/35754	87.05	NZ_CP030059.1 Bradyrhizobium sp. CCBAU 53351 chromosome, complete genome
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/004/363/095/GCF_004363095.1_genomic.fna.gz	90.20	0.502	89.72-90.80	0.502	0.40-0.61	1	1.838	487/27958	87.75	NZ_SNYO01000001.1 Actinomycetospora succinea strain DSM 45775 Ga0310463_101, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/902/805/665/GCA_902805665.1_genomic.fna.gz	90.20	0.506	89.50-90.96	0.506	0.37-0.66	1	1.855	249/14845	87.65	CADCTB010000001.1 MAG: uncultured Acidimicrobiales bacterium isolate AVDCRST_MAG10 genome assembly, contig: NODE1008, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/090/245/GCF_900090245.1_genomic.fna.gz	90.20	0.622	89.71-90.53	0.622	0.51-0.75	1	1.939	540/26963	88.15	NZ_FMDN01000064.1 Micromonospora halophytica strain DSM 43171, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/716/605/GCF_000716605.1_genomic.fna.gz	90.20	0.338	89.67-90.58	0.338	0.27-0.41	1	1.557	585/47596	86.77	NZ_JNXE01000001.1 Streptomyces sp. NRRL F-525 contig1.1, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/030/412/015/GCF_030412015.1_genomic.fna.gz	90.19	0.203	88.94-91.50	0.203	0.12-0.29	1	1.354	195/25403	85.46	NZ_JASNRD010000001.1 Massilia sp. YIM B02763 strain YIIM B02763 Scaffold1, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/507/435/GCF_001507435.1_genomic.fna.gz	90.19	0.324	89.63-90.61	0.324	0.26-0.39	1	1.537	521/43927	86.67	NZ_LMWH01000001.1 Streptomyces sp. NRRL F-5122 P360contig1.1, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/023/417/515/GCA_023417515.1_genomic.fna.gz	90.19	0.438	89.33-91.25	0.438	0.29-0.61	1	1.909	208/13467	87.41	JAEZFL010000135.1 MAG: Proteobacteria bacterium isolate OH_CBrB_50 k127_1035554, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/019/242/355/GCF_019242355.1_genomic.fna.gz	90.19	0.396	89.33-91.49	0.396	0.25-0.57	1	1.870	162/11348	87.19	NZ_JAFAVR010000168.1 MAG: Sphingomonas sp. isolate CP_BM_RX_41 BM_RX_k147_10012590, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/006/716/205/GCF_006716205.1_genomic.fna.gz	90.19	0.616	89.49-90.67	0.616	0.50-0.83	1	2.343	361/18169	88.13	NZ_VFOQ01000001.1 Oryzihumus leptocrescens strain DSM 18082 Ga0197546_11, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/030/773/675/GCA_030773675.1_genomic.fna.gz	90.19	0.645	89.40-90.77	0.645	0.50-0.89	1	2.244	299/14541	88.22	JALYMN010000001.1 MAG: Actinomycetota bacterium isolate ATA bin12 SD1493-95_k127_46350, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/006/346/395/GCF_006346395.1_genomic.fna.gz	90.19	0.530	89.59-90.71	0.530	0.42-0.69	1	2.022	358/19958	87.84	NZ_VDMS01000001.1 Nocardioides plantarum strain DSM 11054 Scaffold1_1, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/011/420/305/GCF_011420305.2_genomic.fna.gz	90.19	0.573	89.70-90.81	0.573	0.44-0.70	1	1.930	341/18064	87.98	NZ_CP061769.1 Nocardioides ochotonae strain ZJ1313 chromosome, complete genome
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/030/519/475/GCF_030519475.1_genomic.fna.gz	90.19	0.677	89.73-90.53	0.677	0.58-0.82	1	2.027	595/28661	88.25	NZ_JAUMKD010000001.1 Micromonospora sp. C28SCA-DRY-2 1, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/247/755/GCA_019247755.1_genomic.fna.gz	90.18	0.410	89.38-91.52	0.410	0.25-0.56	1	1.993	135/9413	87.20	JAFBAM010000286.1 MAG: Sphingomonas sp. isolate CP_BM_RX_R9_31 BM_RX_R9_k147_1024353, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/205/225/GCF_014205225.1_genomic.fna.gz	90.18	0.475	89.71-90.64	0.475	0.39-0.56	1	1.816	701/43769	87.51	NZ_JACHNB010000001.1 Actinoplanes octamycinicus strain DSM 45809 Ga0104639_01, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/091/555/GCF_900091555.1_genomic.fna.gz	90.18	0.658	89.71-90.59	0.658	0.57-0.79	1	2.009	551/26633	88.24	NZ_FMCX01000020.1 Micromonospora mirobrigensis strain DSM 44830, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/091/545/GCF_900091545.1_genomic.fna.gz	90.18	0.548	89.74-90.64	0.548	0.44-0.64	1	1.846	532/29786	87.82	NZ_LT607411.1 Micromonospora viridifaciens strain DSM 43909 chromosome I
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/021/784/035/GCA_021784035.1_genomic.fna.gz	90.18	0.576	89.44-90.87	0.576	0.40-0.79	1	2.367	240/12739	87.97	JAJXTD010000119.1 MAG: Actinomycetes bacterium isolate BP4.bin34 NODE_10079_length_9529_cov_6.610934, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/013/409/625/GCF_013409625.1_genomic.fna.gz	90.18	0.471	89.64-90.94	0.471	0.36-0.61	1	1.863	401/24401	87.59	NZ_JACCBF010000001.1 Nocardioides kongjuensis strain DSM 19082 Ga0104579_01, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/057/875/GCF_003057875.1_genomic.fna.gz	90.18	0.549	89.51-90.68	0.549	0.43-0.69	1	2.028	363/19578	87.93	NZ_PYXZ01000001.1 Nocardioides currus strain IB-3 Nocar-IB3_1, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/814/875/GCF_003814875.1_genomic.fna.gz	90.18	0.371	89.72-90.53	0.371	0.33-0.43	1	1.511	656/50455	86.93	NZ_RKQF01000001.1 Streptomyces sp. Ag109_O5-1 Ga0299881_11, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/947/445/525/GCA_947445525.1_genomic.fna.gz	90.17	0.516	89.28-91.21	0.516	0.32-0.75	1	2.181	177/10174	87.75	CANFDS010000001.1 MAG: Actinobacteria bacterium isolate CH-Jul18-163 genome assembly, contig: CH-Jul18-C324, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/290/235/GCF_900290235.1_genomic.fna.gz	90.17	0.389	89.67-90.67	0.389	0.32-0.47	1	1.672	579/42351	87.07	NZ_OLMK01000189.1 Streptomyces sp. MA5143a isolate 5143a, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/013/155/375/GCF_013155375.1_genomic.fna.gz	90.17	0.626	89.64-90.58	0.626	0.50-0.76	1	1.938	384/19020	88.17	NZ_JABJQY010000001.1 Nocardioides sp. zg-1308 Scaffold1_1, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/005/885/245/GCA_005885245.1_genomic.fna.gz	90.17	0.571	89.52-90.87	0.571	0.42-0.77	1	2.257	257/13584	87.99	VAWR01000071.1 MAG: Actinobacteria bacterium isolate AC_11 14_1009_16_30cm_scaffold_10012, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/009/377/185/GCF_009377185.1_genomic.fna.gz	90.17	0.366	89.70-90.58	0.366	0.30-0.43	1	1.621	636/48621	86.95	NZ_VJZC01001001.1 Streptomyces spongiae strain NBRC 106415 NODE_1000_length_1797_cov_21.9078, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/020/115/GCF_003020115.1_genomic.fna.gz	90.17	0.339	89.45-90.91	0.339	0.25-0.42	1	1.363	400/32591	86.77	NZ_PYFX01000001.1 Bradyrhizobium sp. MOS002 mos002_1, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/965/085/GCF_025965085.1_genomic.fna.gz	90.17	0.564	89.54-90.67	0.564	0.42-0.71	1	2.057	283/15456	87.89	NZ_JAOPXP010000170.1 MAG: Marmoricola sp. isolate RYN_204 scaffold_1002209, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/013/361/745/GCA_013361745.1_genomic.fna.gz	90.17	0.451	89.28-91.06	0.451	0.31-0.64	1	1.560	191/12784	87.32	JABFXM010000205.1 MAG: Gemmatimonadaceae bacterium isolate Bin6.2 NODE_10099_length_3656_cov_2.531521, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/030/646/165/GCF_030646165.1_genomic.fna.gz	90.17	0.679	89.63-90.51	0.679	0.57-0.84	1	2.158	557/25899	88.35	NZ_JAUTDO010000001.1 Conexibacter sp. CPCC 206217 Scaffold1, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/646/095/GCF_014646095.1_genomic.fna.gz	90.16	0.352	89.58-90.81	0.352	0.25-0.44	1	1.629	488/39119	86.81	NZ_BMMU01000001.1 Streptomyces lacrimifluminis strain CGMCC 4.7272 sequence001, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/027/489/135/GCA_027489135.1_genomic.fna.gz	90.16	0.320	89.34-90.87	0.320	0.23-0.41	1	1.436	287/25381	86.54	JAIYAI010000036.1 MAG: Acetobacteraceae bacterium isolate D8_MAG_00079 pond_D8_MAG_00079_000000000001, whole genome shotgun sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/145/235/GCF_000145235.1_genomic.fna.gz	90.16	0.593	89.73-90.64	0.593	0.47-0.71	1	1.834	571/30239	87.98	NC_014391.1 Micromonospora aurantiaca ATCC 27029, complete sequence
S12485_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/023/251/935/GCA_023251935.1_genomic.fna.gz	90.16	0.477	89.20-91.46	0.477	0.29-0.67	1	1.728	180/10864	87.61	JAHEXV010000051.1 MAG: bacterium isolate nzgw112 NODE_1038_length_19281_cov_4.930167, whole genome shotgun sequence
